i,fval,d1,d2,d3,d4,lam,p11,p1,p2
2289,2.64,-0.5646167817124192,0.0677386299772792,-0.06834832349206885,-0.25250748110937277,560.7964857782372,1372.8428083659392 - 62.7087889719789im,1382.8831100494756 + 0.0im,1442.1421146308237 - 29.098342715770862im
2290,2.97,-0.5486542818971843,0.026673917475727997,-0.1567756344306189,-0.19026477157418945,582.6879707041029,1366.9236814870808 - 58.84999014566773im,1379.7276958074615 + 0.0im,1447.408260520942 - 18.607698530285266im
2291,2.85,-0.7782060153413095,0.038458069803191705,-0.20846017466591488,0.010883489769807853,591.0308992195403,1373.4292562773828 - 44.08285933498362im,1394.7656742449917 + 0.0im,1442.5791844048117 - 30.965185320466045im
2295,4.81,-0.06049092133711648,0.05745236329298238,0.16279851906828222,-0.7165778349798749,592.9690895809266,1371.9735132880344 - 52.94532612713774im,1395.106426633939 + 0.0im,1435.5215727395578 - 32.28853217995119im
2296,3.15,-0.5938448112768132,0.035991219988973686,-0.05924422108529406,-0.2246204259569347,531.9912439734182,1375.3352055875384 - 56.28425416630968im,1384.9351600164553 + 0.0im,1459.1216635046735 - 28.84608328167794im
2297,3.34,-0.5843195017593936,0.04298302792607796,-0.06370278982786332,-0.20752705369550467,515.3766742954244,1373.396186620455 - 63.69108506591595im,1366.216540054274 + 0.0im,1456.0499388591022 - 22.47772893099881im
2303,3.39,-0.05676514843989594,0.03426623483316439,0.17715105421075916,-0.7739145176423623,536.6998728904844,1367.877530008114 - 68.95913260294715im,1367.7677793682954 + 0.0im,1460.2225597882548 - 24.922764086992313im
2304,3.04,-0.3076618837106515,0.0418176307765076,-0.004220886219445157,-0.4377334216203691,579.440694827116,1368.276487491637 - 57.99135753096433im,1385.2072736621142 + 0.0im,1442.2003894937313 - 22.072689969772345im
2305,3.12,-0.8752339531577071,0.05510524354588633,-0.2236438827216306,0.12936162147929758,574.0517714028589,1375.6886826070008 - 41.84941763795934im,1395.8187325029962 + 0.0im,1437.5385120786455 - 30.88602345868844im
2306,2.95,-0.6139155489368454,0.028362426009201053,-0.10789693130611672,-0.15075655374032018,541.6901553107915,1373.3212033280413 - 54.321564932585915im,1385.5186771542653 + 0.0im,1454.3161454030344 - 24.0162181669811im
2308,3.23,-0.5422692248388955,0.023379113412704454,-0.06267907470193132,-0.2628299700581117,543.9792004110872,1373.8680986202064 - 54.90965000225951im,1385.9118627031949 + 0.0im,1460.6138562421215 - 27.020479871648092im
2309,2.7,-0.654567428674584,0.06645813903291328,-0.13294310004485793,-0.15267762617731445,570.725715547249,1371.4192146199334 - 62.76756496984677im,1381.9609935876992 + 0.0im,1440.0692239630628 - 27.25381097684634im
2310,3.01,-0.5587526378315988,0.04274634013303018,-0.018480082089265673,-0.2931095028580019,537.8629855524476,1377.2371665116293 - 53.599045108187106im,1389.3239713326238 + 0.0im,1460.3059428239683 - 35.97950874282197im
2313,2.84,-0.5969251866407598,0.07804568896207253,-0.055395721416278194,-0.2350935958260607,564.1228830949657,1376.4739952584348 - 58.19205003879604im,1391.0027654958687 + 0.0im,1438.4481945294524 - 35.370405113163336im
2314,2.88,-0.8173247194590162,0.050092092796319494,-0.2108920513435181,0.01796502809926387,549.6914798294113,1372.4310871878527 - 62.39062802790381im,1376.7182042704405 + 0.0im,1449.355871308501 - 24.968256380856964im
2315,2.86,-0.48556117811753563,0.06410077422523938,-0.006247151945947948,-0.32710579037654985,567.1467049991379,1376.6516407749486 - 51.79775784378508im,1393.705873874138 + 0.0im,1441.8451172623638 - 35.66062841031261im
2318,2.66,-0.6624324363268552,0.04339626608480821,-0.08394656405050596,-0.1321719296426007,557.2054288340092,1377.3003285782318 - 40.74927539335654im,1395.3890906301513 - 1.7332242225223785e-7im,1450.5592296793545 - 35.555610414336094im
2321,2.64,-0.7205637382158485,0.03610904859712193,-0.14539773562852104,-0.06303571458633972,561.2663451352604,1375.328121049386 - 46.2768140017701im,1392.979370285075 + 0.0im,1450.8099309518968 - 31.158453919740776im
2322,2.74,-0.6671692937037466,0.04568966338047152,-0.15499809735025574,-0.06333314016519567,546.6980178403585,1371.391043589236 - 58.60442861005361im,1380.4565671528153 + 0.0im,1445.3289178946757 - 20.395244308446113im
2323,2.71,-0.5057413367637767,0.03382068151457546,1.1046546515014466e-5,-0.3182006425117941,556.9258401146026,1377.3018005169067 - 40.7678187355853im,1395.3675429692887 + 0.0im,1458.7135921334273 - 38.82599851916215im
2324,3.57,-0.6412176738053896,0.051897487158569705,-0.09565686846734173,-0.15262296227630343,591.9054085628287,1377.7594180223566 - 35.53257117337743im,1397.2414243041412 + 0.0im,1440.5047284494406 - 39.53366097772171im
2325,2.67,-0.7376491498839088,0.0485470540420712,-0.13583415270818436,-0.04919538705809265,562.6001425316205,1376.768771692786 - 43.98222419273901im,1394.728640688785 + 0.0im,1446.3869287699229 - 33.86344245861381im
2327,2.64,-0.7873824862708173,0.05657909607896272,-0.17708350659512467,0.0178920100477854,558.0361418398745,1374.960694605245 - 51.751163174793156im,1390.9370815502452 + 0.0im,1442.3448432362488 - 28.665447095158214im
2331,3.69,-0.5891509970662325,0.024486060725685876,-0.12843353328666768,-0.18738548734317062,541.0398577062966,1370.349701345582 - 63.9256493514661im,1365.4241546253547 + 0.0im,1457.2940058638417 - 19.31840936523953im
2332,2.55,-0.6522973362319588,0.0656391084927246,-0.08235325775554454,-0.13519343623261867,540.0573048968611,1375.7434549723814 - 56.094266412491315im,1387.7173415164991 + 0.0im,1444.306323884739 - 28.87482279662766im
2335,2.66,-0.48671096162217253,0.07815350048394035,-0.0227095463612544,-0.2781407056255386,537.5899887401985,1371.7419449546153 - 65.01465143632464im,1373.9983519623424 + 0.0im,1439.814509138128 - 22.60970429091721im
2341,2.68,-0.7019422863792311,0.04732729765480073,-0.16629120295324365,-0.09659762305725988,569.5650412947872,1372.0219897957832 - 58.542837977310185im,1384.6905412651056 + 0.0im,1446.7105517876967 - 27.264139665778405im
2342,2.82,-0.3555477895910536,0.04838339624228587,-0.0006574517097942614,-0.41675895534344626,572.9207044544867,1370.466544037884 - 57.99171366400163im,1386.7864258955194 + 0.0im,1443.0961050799672 - 25.703555127139612im
2345,3.24,-0.47601024654370044,0.052402123785704906,-0.06810511297124436,-0.2616531091003002,577.9576531495703,1370.7286133314476 - 54.02872943764137im,1389.6249714678509 - 3.190585688765369e-7im,1437.349757523195 - 24.045578505752683im
2347,3.07,-0.3536028435748475,0.0640326954209284,0.08508787347981603,-0.4622121314105961,563.6903694319727,1378.7412351605474 - 45.487957475113284im,1396.094502181622 + 0.0im,1443.6753691925921 - 39.58707232856343im
2348,3.4,-0.09451856187211433,0.07806059689003031,0.14066695409019261,-0.7048541159680675,574.2243095919949,1365.992304068607 - 69.33475073503234im,1377.0546916151216 + 0.0im,1434.9536231587304 - 24.593419383940283im
2351,2.83,-0.6389764453717532,0.007685451554239435,-0.1133343693407991,-0.14795681802755298,577.866134607441,1374.4843181071867 - 32.75348221375348im,1396.3131867418572 + 0.0im,1461.7453942119955 - 34.53241205655124im
2352,2.69,-0.6183831442651511,0.05292082148064037,-0.05331145348683734,-0.20807524230554272,560.5568621992257,1378.5294244926438 - 44.39441016063885im,1395.145608912013 + 0.0im,1449.7213335878102 - 39.39292875696788im
2353,2.83,-0.5283661729463233,0.0631643242561619,-0.021591660403389494,-0.3612553572162034,561.1354710407504,1375.7338992881298 - 63.29985770154424im,1385.5085142508879 - 4.032481492912657e-7im,1450.4669752781106 - 39.81530276044136im
2354,2.66,-0.45289532434907276,0.06068411145468278,0.030745454602148635,-0.40219919464897413,547.6864062932817,1376.6360311815122 - 58.23403949521605im,1388.845327530246 + 0.0im,1451.0070794488613 - 36.981150903438im
2355,2.62,-0.32289135949223535,0.05686975241016488,0.04821601350684474,-0.4861173130202273,555.142318573124,1371.5351027498389 - 62.902110935043225im,1382.3924049206182 + 0.0im,1446.6035483808805 - 27.97926956320499im
2356,2.63,-0.19113874157527316,0.06667940309498578,0.1528592710644755,-0.6492395527598478,538.4683501483173,1371.7969466286393 - 66.7252707815711im,1380.18554947736 + 0.0im,1448.712212471281 - 31.062015661549975im
2357,2.87,-0.5277377906078853,0.01959190378937511,-0.03614893002992985,-0.2609324289967199,578.2929251909294,1375.5400363481078 - 28.651126891321788im,1397.1237587567703 - 1.3533295959232847e-7im,1456.967267915649 - 38.143012749583065im
2358,2.82,-0.14512068256505561,0.05657901079289088,0.10054665500480778,-0.6352406624093963,562.6161994918378,1366.6709724103523 - 67.34245121215797im,1373.1035786512698 + 0.0im,1443.761134550189 - 22.2085352728876im
2360,2.67,-0.5332463845174269,0.04847956487237167,-0.019053649126136683,-0.3035538014476689,552.2373459979149,1377.0014497042935 - 51.84289906960216im,1391.6624743133643 + 0.0im,1453.6515930813862 - 36.546280567714376im
2361,2.87,-0.40483554408490835,0.08131517613874717,-0.0004401831177779439,-0.41722155708256714,565.7967498297813,1368.8060657773128 - 70.00993605833031im,1367.277950322491 + 0.0im,1437.3368812243639 - 25.653925552305637im
2362,2.74,-0.5273714193144037,0.055579698610003905,-0.05453872013799278,-0.28610609478257565,547.2323359393653,1372.1039791881474 - 64.51911512301804im,1375.277707080284 + 0.0im,1449.064436935241 - 26.25206821781568im
2363,2.95,-0.5342449097429666,0.03568911968382198,-0.09800223046894013,-0.23004831343516288,550.6409051203751,1370.3069069438966 - 61.73177844748655im,1375.7814256821157 + 0.0im,1451.0680708429552 - 20.943211097133982im
2367,2.73,-0.5685252963099781,0.04111565637016807,-0.10514679158603299,-0.21298474155988667,581.9036944920601,1372.3547809699248 - 51.92797425705195im,1391.0936674761806 + 0.0im,1444.896691339608 - 29.03466765536557im
2369,3.5,-0.5616366022831947,0.07976114244900359,-0.10671814288717987,-0.19273180498184195,574.2884209689721,1368.4741982063167 - 64.10851024728916im,1378.5648899739776 + 0.0im,1431.3908293224629 - 20.827058620214295im
2372,2.83,-0.10737926474503101,0.054336879641901314,0.1164688088296883,-0.6752767976310734,564.0005190914258,1366.184281152678 - 67.6253100567611im,1372.9736937352504 + 0.0im,1444.527978850835 - 22.24959791373061im
2377,2.68,-0.3935304872648163,0.04392383504445955,0.020996924136858337,-0.4327599896126709,573.8076538716537,1375.2634095260942 - 51.06231744758161im,1393.1673203648804 + 0.0im,1450.4730245379826 - 36.600128344837984im
2378,3.06,-0.8519013233079056,0.06356271060698089,-0.25696886811609954,0.09846330884024557,583.4700380222856,1370.3967972196924 - 56.936433690201426im,1387.5065978978182 + 0.0im,1433.9200456135986 - 23.883150221191407im
2384,2.78,-0.7999053981319348,0.023015918166686734,-0.19756889422592347,0.029058518443396075,562.3133933202477,1374.5711575039252 - 43.79493076033295im,1393.209695767609 + 0.0im,1454.1449823850808 - 29.387385729603228im
2385,2.76,-0.839593928718628,0.051600094889701575,-0.18802687326829168,-0.0054737566632512835,567.4373748855338,1377.0149409343649 - 52.016168701231116im,1391.9923994596716 - 3.1351960495041333e-7im,1450.317565931945 - 38.09104077264325im
2388,2.72,-0.954676835080922,0.03968376008698452,-0.3033172943138311,0.17024322556000582,585.5608421762558,1372.3868846783062 - 51.29338799131975im,1390.9729669583205 + 0.0im,1445.161876858139 - 29.0971187439082im
2390,2.93,-0.29748993171700144,0.03171393242883671,0.022452862458074006,-0.5554212451568217,579.1496833696816,1369.1278826595383 - 64.05327855921705im,1380.2089842946648 + 0.0im,1458.683309864977 - 30.03904135210415im
2391,2.78,-0.29999106575247547,0.029808460405750713,0.031124714882170883,-0.4687418531758696,554.5047267332327,1370.8131702379815 - 57.53525900741322im,1384.7703646018044 + 0.0im,1452.4796094780577 - 23.98558350398943im
2393,2.67,-0.5361909978911559,0.08668448420971861,-0.03962095170899044,-0.25039166901496757,539.4076249020984,1371.809042492592 - 67.4667189035925im,1366.8308009443306 + 0.0im,1438.3648146808475 - 23.628977267815234im
2394,4.1,-0.35773261048123334,0.014361319001954378,0.04837325735100154,-0.4655579803568398,523.9773275347424,1373.3583859509977 - 58.303503471495844im,1382.1338481462535 + 0.0im,1468.7830014097774 - 24.83386678072502im
2396,2.99,-0.19481870914864258,0.017284314898347156,0.08486629068927481,-0.6238962874183958,564.0643535916049,1370.7474869525465 - 57.788194048611246im,1386.308295517562 + 0.0im,1462.5869234703364 - 27.918608964555194im
2397,3.15,-0.6776992617703126,0.059889097234114105,-0.10775119357714427,-0.13339882774770664,583.2027410422404,1378.0254308940084 - 43.52540614718433im,1396.320137415512 - 4.351273871251811e-7im,1440.4427303285513 - 39.07540723132464im
2398,2.86,-0.572673056262451,0.04117236327771377,-0.07592503908145151,-0.27342867413774713,564.64786730217,1374.2192893681872 - 57.765869698669015im,1386.8795454847404 + 0.0im,1455.4137053864708 - 33.77987164662119im
2399,2.72,-0.3520879900290689,0.0596273155044594,0.03622225231083997,-0.5079933572552089,575.7496027508412,1372.473486276168 - 63.23149089603359im,1386.5128477010633 - 1.7073354095819694e-6im,1446.3479494301093 - 35.72592523610347im
2404,2.99,-0.5599625784795289,0.04978845775439212,-0.09744192308769589,-0.17619426308078387,570.7630819249264,1372.2636831133623 - 51.378438799737594im,1390.9432008285771 + 0.0im,1439.3017729004596 - 25.1077481377366im
2405,3.06,-0.2548866431253016,0.033513377420769964,0.035064522110481826,-0.4232525848243217,551.7820887045134,1369.7540542310285 - 53.06375690800392im,1387.3803711967507 + 0.0im,1443.2464381606749 - 18.984413009503584im
2406,2.94,-0.4181500128754954,0.05048040763246031,-0.0071684059667156755,-0.4214507282026049,552.1186688231777,1370.682380707405 - 67.49728506253169im,1368.5474087088749 + 0.0im,1452.803850194206 - 27.25819951892718im
2407,2.73,-0.6310460354705065,0.05538374499183904,-0.12883051937663256,-0.13219227573086148,544.4247972900035,1370.7960103515306 - 64.23902734184898im,1370.0321947508162 + 0.0im,1445.8207262001931 - 20.923768201514687im
2409,3.06,-0.7062850282929644,0.07156135815709523,-0.11939312066274829,-0.03717030736057808,553.1843720487881,1375.8875540246497 - 49.60443057430542im,1393.097003673433 + 0.0im,1436.1547294638458 - 28.244892923190672im
2410,2.78,-0.6772424217453099,0.049219693544938825,-0.17419983640589343,-0.12492066188478793,573.7908390699505,1369.2528897820353 - 63.86678374569333im,1375.5486445055394 + 0.0im,1446.38455798182 - 24.07674769218889im
2411,2.91,-0.11174049966987121,0.01888881522582532,0.12866355458867024,-0.6741272692670229,554.6105881282012,1370.101845152835 - 57.425025981965995im,1386.4284933754057 + 0.0im,1458.420281281628 - 25.267408506012533im
2412,3.48,-0.6046645918570058,0.027252087668849668,-0.10668967449744782,-0.19425304650179925,538.8907062575726,1372.6275655972931 - 60.47512075579314im,1377.5747101866207 + 0.0im,1458.8373989620354 - 23.50532323480785im
2413,6.54,-0.8227531476210641,0.024308593729799762,-0.21797647964720154,0.08194063091272374,597.3418613079675,1373.9796403527923 - 25.72489719700024im,1397.382299076078 + 0.0im,1444.2447915736923 - 33.784239473506496im
2416,2.63,-0.3516239271841104,0.04460957571921379,0.05272712069708691,-0.4709573605908687,562.9265807738952,1375.329544534538 - 51.92125012576353im,1392.4760351258435 + 0.0im,1451.6908998999972 - 35.43549300913112im
2418,2.8,-0.07976562590288166,0.038226912681231615,0.16647112694412888,-0.7076513582082586,541.4718468341312,1369.6032117399607 - 62.43135919029027im,1382.2766498293506 + 0.0im,1453.4131207651528 - 25.153549645120712im
2419,3.18,-0.411230587770515,0.026905505337779963,-0.044242766863722444,-0.35331856957175906,549.1152017123085,1369.4743974183853 - 62.42042001257777im,1374.232160346039 + 0.0im,1454.2330036403728 - 19.97028967499672im
2422,2.74,-0.2012164605625752,0.04673179873975387,0.10235522813101267,-0.6583728330513503,567.2757621954984,1370.2498631047108 - 65.73450434009136im,1381.52765524922 + 0.0im,1453.955773225388 - 32.840043214294916im
2423,2.6,-0.5363727375596408,0.042123776194157435,-0.007139288905064926,-0.22298575664451015,535.3934554285232,1376.378519698372 - 41.58167850019573im,1394.4496585059164 + 0.0im,1450.7928780885834 - 30.521846278029im
2424,3.05,-0.5294562554478737,0.03525400267906441,-0.08737181435905009,-0.2920590125228044,563.7196621878259,1370.7419881699254 - 62.6649595947043im,1377.8659085105398 + 0.0im,1455.1900675813506 - 26.174845234850572im
2425,2.64,-0.3619151037975769,0.04301757799012567,0.020946450990199754,-0.4100767905180055,551.4016766106271,1372.2933664123027 - 56.751715589189025im,1386.56162410832 + 0.0im,1448.6053490236577 - 25.935325770149593im
2431,3.02,-0.37913014748960544,0.059526494905619565,-0.006724537879577573,-0.43241041132257546,586.6798073109153,1370.2977080800847 - 60.78425483426906im,1387.3558580166525 - 1.0666555364150988e-6im,1439.71088053287 - 29.63894182657154im
2436,2.7,-0.7978353213543735,0.06072494089163539,-0.1944408377543614,0.054992537474753744,530.3035517012812,1372.230738847074 - 62.90116054803531im,1371.0958017990972 + 0.0im,1444.9272772705206 - 20.19233498932924im
2438,2.74,-0.25211495380786036,0.01958497113785943,0.08219739519440508,-0.5668140108004005,567.471548579597,1373.857335557257 - 48.65217707912619im,1392.9222364828602 + 0.0im,1462.0146209835168 - 33.94589935729825im
2440,2.72,-0.6175710757882139,0.01971361664100711,-0.107984061039259,-0.15591377824193253,576.3782695580603,1374.501634090585 - 37.80997398570838im,1395.5969773497648 + 0.0im,1453.960087579754 - 32.5482445690943im
2442,2.93,-0.5923657252162127,0.03856128947216757,-0.09514070426551252,-0.1904989900667597,540.941833906307,1372.7863768822826 - 59.49660994496366im,1380.289815726008 + 0.0im,1452.9656321402467 - 24.078683126639486im
2444,4.89,-0.9488791530490961,0.009019076254921932,-0.2163823656396849,0.08262205919669846,529.0185970128297,1377.4404281723098 - 48.51136809618022im,1389.6026249717142 + 0.0im,1482.337163208642 - 32.51518438510073im
2446,3.54,-0.8707503287291603,0.006594327478778528,-0.18521177671966665,0.03772512321137128,556.907766821125,1376.3296082246131 - 32.480474460126686im,1396.0801341113875 + 0.0im,1475.8161752759436 - 38.97581446450875im
2447,2.82,-0.370361475055231,0.03247995261199026,-0.005461527309479644,-0.41091031975567316,555.4647456411011,1370.775353750143 - 59.51085284336016im,1382.2199027650538 + 0.0im,1452.8177897951434 - 24.068041830775485im
2448,2.9,-0.7431923339563098,0.03514113908774637,-0.1544233714705964,-0.026199305432275055,534.9504504265288,1374.4976472093601 - 53.91342616319712im,1385.8995822926038 + 0.0im,1453.545729434573 - 25.05067595656219im
2449,2.69,-0.5399115662943336,0.027290297865285605,-0.0520142385508002,-0.261986053344234,571.9455410250646,1375.6668464274253 - 40.84351758530983im,1395.2678006949582 + 0.0im,1455.541901806642 - 35.698682115525564im
2450,4.08,-0.46190565485315394,0.08187252853572563,-0.008027688103996868,-0.3760925715819083,593.7088231126153,1375.446805649156 - 57.720461169138005im,1394.9044331567711 + 0.0im,1430.5492845611407 - 38.624100486652566im
2452,2.89,-0.2770409582643891,0.008811959929988532,0.07799624478128275,-0.5124709006160729,553.7946033277547,1373.8164609412645 - 43.79695665878886im,1393.716331837917 + 0.0im,1464.0942191709205 - 30.13038876730473im
2455,2.81,-0.3616631094799429,0.04186578781321174,0.06195485809906164,-0.5001032023254816,554.2823721685105,1375.8716350186419 - 55.54138699058572im,1390.205152322396 + 0.0im,1459.3562254391502 - 38.503004053024924im
2457,2.69,-0.5374935166971999,0.04366738109303116,-0.10061519329908278,-0.26424807252079097,580.4987252232759,1370.2183256510025 - 59.52139058098421im,1384.2730929465222 + 0.0im,1446.757667982225 - 26.9051227053263im
2458,2.87,-0.4743535494648734,0.039212302033141785,-0.07998833359243299,-0.32680659088350117,570.9568444381074,1368.4490976331833 - 64.38011465191256im,1374.02647583495 + 0.0im,1450.6834677041093 - 23.16807683277278im
2459,3.0,-0.4745927832259048,0.017751801351218194,-0.06809967493218266,-0.24240584389087405,545.4810084118312,1371.3741887557417 - 52.678650261305094im,1386.0067327504764 + 0.0im,1452.332423526895 - 20.198778097619993im
2460,2.92,-0.2644542391612454,0.004299882651840392,0.015172987698421257,-0.4874611372522648,575.0642297735241,1369.8827563787584 - 50.08836290483995im,1389.8360826239964 + 0.0im,1456.9206773718117 - 23.207036710204207im
2465,2.63,-0.6074468920913974,0.06169554587053956,-0.09920110194218568,-0.15492907940869383,544.2787535714285,1372.2412203036836 - 61.389584016072014im,1379.202728825966 + 0.0im,1443.2478858818654 - 23.05162420493926im
2466,2.64,-0.9027275859254531,0.06996747572527956,-0.2090767945614245,0.08305645576453363,542.8494431617326,1375.541053469446 - 60.86575548539561im,1383.0798680506139 + 0.0im,1444.9433912453278 - 29.947601336925718im
2467,2.9,-0.5480692259040526,0.059164292954289585,-0.0806377637932665,-0.16608603234558797,550.039914309043,1372.0795086313985 - 55.589636943192836im,1386.3549481799714 + 0.0im,1438.8723482253392 - 21.665693978590525im
2468,2.56,-0.7169971104556521,0.07157563748426782,-0.12007796795222189,-0.06040413623268734,531.376115686791,1374.4488349666287 - 61.14645102495097im,1379.9779536071471 + 0.0im,1443.480766241574 - 25.12543522015444im
2470,2.75,-0.5903402665794804,0.038481081753510366,-0.11790969633286558,-0.170801194294588,555.8811370754584,1371.444253556707 - 57.966443876132246im,1382.6811319543244 + 0.0im,1448.6654148561938 - 22.957517209142335im
2472,3.46,-0.5001358279942087,0.03287809793883987,-0.04634796214206422,-0.30564544657382753,532.7838155078813,1372.1696290788614 - 63.42883962225852im,1372.073642394205 + 0.0im,1458.406221881072 - 23.32206221404339im
2474,3.82,-0.5771919066362576,0.011794744279664475,-0.092531915827964,-0.254192808943831,553.3365208451173,1373.600504508805 - 54.863321891719785im,1385.8237502957209 + 0.0im,1468.592056194187 - 27.715421191572503im
2475,2.65,-0.6933403828864143,0.06781126505849039,-0.11971645618561894,-0.12369829927479697,544.0134703512007,1373.6459056025262 - 64.19750693305313im,1376.7367715284051 + 0.0im,1445.4724177631101 - 27.508242042818626im
2477,2.74,-0.6268606041220675,0.07789986132879077,-0.08948894373508488,-0.18510091572143628,559.8241534832252,1373.6131164391466 - 62.42337476854455im,1384.4946171537922 + 0.0im,1438.0409310416305 - 29.320598356473738im
2479,2.78,-0.2622272540287621,0.06470882202589376,0.07378249875464793,-0.5752577175351764,571.7978280797238,1370.2912950088678 - 65.71951286612752im,1383.0010672589237 + 0.0im,1442.9474206865834 - 31.03903787173072im
2480,2.72,-0.524552268305312,0.048931059633896705,-0.0219056105666781,-0.327041653424768,557.2190576225543,1376.557802683119 - 54.66230767325675im,1390.449585599081 + 0.0im,1454.1215867478152 - 37.52911525029952im
2481,3.89,-0.3188173627866847,0.07070770237087615,-0.015522752883374364,-0.441164304614387,588.8047893259699,1364.4575602017203 - 66.51043960168477im,1373.3309225215164 + 0.0im,1433.137155252981 - 18.99612075184352im
2482,2.99,-0.812454359098286,0.03840800198410219,-0.25039853757909836,0.032799693555661424,568.1968254162748,1369.6603580992407 - 61.58456825117524im,1376.828799668603 + 0.0im,1449.1177748336863 - 22.096021506180914im
2483,3.59,-0.6819145208835615,0.018726088867041808,-0.10826488162290038,-0.14150582701042808,536.9007309057032,1375.7789824930487 - 50.766446060453966im,1388.6763574503289 + 0.0im,1466.5560126668254 - 29.614514239122105im
2485,2.66,-0.5523254057409998,0.06440289447791524,-0.04787784823912514,-0.20867854182703133,542.3482582022475,1374.2965529650912 - 56.297500409718474im,1387.2361215943338 - 1.7541930480383764e-6im,1442.1473433172482 - 26.166749568546173im
2486,3.15,-0.8224449664503878,0.02533817302793384,-0.17010884309551666,-0.0029801218182108347,549.8771033360599,1376.8649048117047 - 44.36428801198131im,1393.1053994598174 + 0.0im,1463.1912617703317 - 35.064991314850175im
2487,2.61,-0.5795412296892687,0.06767564781953056,-0.05695050899269098,-0.245447489340423,554.04786479212,1374.7842476175467 - 60.54681006531556im,1385.8219662963177 + 0.0im,1444.0062342109197 - 31.53013112646087im
2488,2.64,-0.6178188977430609,0.03897892509251283,-0.0627800068010077,-0.16990751118501787,553.503692298131,1376.8315927458084 - 40.629048336095224im,1395.1593301621726 + 0.0im,1452.0627264162151 - 34.25325421728794im
2490,2.69,-0.8275881958649383,0.05626456381563093,-0.1683507932507131,0.016979421335461875,538.208303757283,1376.334553231214 - 56.040111374507035im,1386.7274619051004 - 2.412622435933091e-6im,1449.9208808632786 - 30.332894941666087im
2496,2.96,-0.12341460160373646,0.027145336717403993,0.12771998721713848,-0.6937094618299791,590.9466574346899,1372.954238104085 - 49.25643436994257im,1394.346450319344 + 0.0im,1454.2798588885046 - 36.26860377678428im
2498,3.11,-0.1713449872350739,0.021791094399955486,0.09372076786727945,-0.5896926798220516,542.2043240561956,1369.5375337003552 - 60.109630764949934im,1381.1769060226156 + 0.0im,1456.0980593780619 - 21.412225427750766im
2499,2.67,-0.7334471453653704,0.03246985344653996,-0.16871483682485724,-0.0250103729868128,568.2787329297835,1374.2940052568931 - 44.21435331597807im,1393.663325845179 + 0.0im,1448.064078321924 - 29.151730913837465im
2502,3.13,-0.47881563062225574,0.039665663898382754,-0.007223853999426485,-0.32692759111585756,525.91417124028,1373.8653092747757 - 60.29129285990612im,1379.8455706402685 + 0.0im,1457.0346056122553 - 25.89901377616199im
2503,2.7,-0.4635738940923049,0.06136773574537718,-0.04495868929173508,-0.342374210750324,568.5724568587606,1369.9807767250688 - 64.63067300352282im,1378.529951013786 + 0.0im,1442.5976947753263 - 25.92175587184202im
2506,2.82,-0.5921932026141328,0.026641135755362973,-0.1210627614405789,-0.15084790215045102,554.8890189224805,1371.9910002672636 - 53.0633292210641im,1386.7629060683068 + 0.0im,1450.7619974130957 - 22.772089468719308im
2509,2.63,-0.4242678366522281,0.0756733626319358,0.027841182320582948,-0.42018742472376325,548.1052472196931,1373.0515602796486 - 66.94311448080202im,1378.2807641269533 + 0.0im,1443.8569643761546 - 30.96368390219614im
2510,3.16,-0.451695178798225,0.029706605201571264,-0.017561754688436942,-0.33180318669673836,589.9980823715382,1375.5106723510057 - 34.35144389061441im,1396.933118393386 + 0.0im,1449.041027751806 - 37.10960233684735im
2511,3.02,-0.47356557493135604,0.019951637143088338,-0.037380610432114,-0.215680740891338,523.7859871359711,1372.5880679052552 - 49.75916607680465im,1387.5889030299936 - 1.0709414967102115e-6im,1451.9568652771115 - 19.65568517739713im
2512,3.27,-0.5336607952445278,-0.0061375772361896355,-0.09544321412742586,-0.26782589999877443,580.7948210231264,1372.6629544859256 - 42.16491228565936im,1393.4604465763477 + 0.0im,1470.1231928780578 - 28.838335774889917im
2513,2.68,-0.3300786270396113,0.04138107485996685,0.030747262962744236,-0.4997165413865092,568.6302425553228,1371.7287432482278 - 60.196046529683976im,1385.6724038654022 + 0.0im,1452.6309874570554 - 30.974870921003447im
2514,2.88,-0.3140916445827701,0.06562552595749363,0.015871657915564816,-0.4719187019404532,567.9652724705492,1367.198819426753 - 67.75626274703242im,1370.1146748334022 + 0.0im,1440.327773648852 - 22.10976962507263im
2515,2.81,-0.5950294263781809,0.03383075390818771,-0.1048753446507904,-0.18058937196581878,551.246060966839,1372.8306612465042 - 55.79127074450244im,1385.2297233011152 + 0.0im,1452.2416923607495 - 25.078820125131426im
2516,3.88,-0.44983881793996605,0.012166279487720075,-0.021919622682091567,-0.3779758990537162,543.2937744447233,1373.195150317332 - 56.987156989227366im,1383.7884388297066 + 0.0im,1468.5932365504527 - 26.068467850791517im
2517,3.49,-0.36057307901427715,0.07589114296490884,0.04448116981931722,-0.4529898929445454,576.634022364825,1374.4465398679852 - 57.780319549078015im,1392.8168013685572 + 0.0im,1435.008876133951 - 34.258688248297325im
2518,3.89,-0.7007662000556076,0.004744856778117257,-0.06397848352810862,-0.14978641455768382,533.1957777047024,1376.8683886550252 - 33.93066452234897im,1395.48817240295 - 1.0951665988332994e-7im,1484.7130256385078 - 37.79692703136341im
