redχsq,d1,d2,d3,d4,lam,pB,repL,impL,repH,impH,pB_g11,pB_g22,pL_g11,pL_g22,pH_g11,pH_g22
5.91,0.7814124102692054,0.0240023827838535,0.2283209865857497,-1.6517280771053948,882.0443803138953,NaN,1371.89,0.0,1456.47,1.75,NaN,NaN,3.43,2.07,0.42,2.62
2.44,-0.0368365734578226,0.0220886758011506,0.0640773440203419,-0.9410873330654828,725.4431718377614,NaN,1389.11,-0.0,1457.68,-19.18,NaN,NaN,2.87,1.75,1.66,3.31
4.1,-0.2543413635965671,0.0229095713326662,-0.0460486165621909,-0.7377344194946447,788.3941072902398,NaN,1397.24,-0.0,1452.06,-29.88,NaN,NaN,1.04,1.02,2.06,3.93
6.77,-0.9611096190342984,0.0247118604621788,-0.3017561476079006,-0.0050455652548051,715.2377612898904,1395.84,1455.37,41.78,1455.37,-41.78,1.22,1.6,2.32,3.94,2.32,3.94
2.55,0.7311620360440517,0.0248360668052182,0.4467436195490929,-1.6397202617081512,683.3298454279229,NaN,1383.85,-0.0,1449.54,-14.9,NaN,NaN,3.57,1.83,1.42,3.24
2.59,-0.4914840082113004,0.0228046950822375,-0.2063679773501623,-0.4742414880266494,781.7857484339559,NaN,1389.74,-0.0,1450.03,-16.02,NaN,NaN,2.7,1.55,1.47,3.42
3.42,0.1755407259664021,0.0230634416355254,0.0372369241221517,-1.133666915231013,910.3365585158292,NaN,1386.79,0.0,1444.09,-4.37,NaN,NaN,2.62,0.36,0.72,3.5
5.97,1.0144610104863985,0.0244618289213025,0.4341269399147631,-1.9099086677586836,865.206090413557,NaN,1380.45,0.0,1439.99,-1.11,NaN,NaN,3.04,0.3,0.37,3.5
4.77,-0.035366253892757,0.0253742984757249,-0.1898015891396721,-0.8060407916601333,868.4860545374944,NaN,1372.11,0.0,1452.54,-2.96,NaN,NaN,3.5,2.32,0.56,2.92
4.33,-0.0110791240475244,0.0239877267076571,0.0951509059082044,-0.9267295124710846,730.6172581091985,NaN,1396.79,-0.0,1445.75,-25.92,NaN,NaN,1.33,1.28,1.91,3.72
2.55,-0.0572024188074593,0.0230005976711883,0.0903803702188212,-0.8534656211194773,656.9233163053559,NaN,1389.01,-0.0,1452.23,-18.63,NaN,NaN,2.97,1.9,1.61,3.28
2.45,0.5890391269461608,0.0249352748836735,0.2962436144342355,-1.509308773544863,756.309250118161,NaN,1371.33,0.0,1450.1,-6.93,NaN,NaN,4.47,0.86,0.91,3.01
7.75,0.8401272271354755,0.0242352666625323,0.3979806052818766,-1.6579847734989706,751.7878307805835,NaN,1379.23,-0.0,1433.83,-3.9,NaN,NaN,3.55,0.67,0.74,3.52
2.83,-0.368775998994804,0.0239843006416179,-0.1308605764755933,-0.5787534443961438,754.9035208652666,NaN,1390.12,-0.0,1447.81,-16.88,NaN,NaN,2.7,1.66,1.52,3.48
3.23,0.2613653205958604,0.0233264075231327,0.3586614649491374,-1.25735287782169,632.5927019313324,NaN,1397.23,0.0,1473.71,-33.71,NaN,NaN,1.05,1.0,2.4,3.77
5.53,-1.0093700802274217,0.0233101348554181,-0.598928037191374,0.0764143769018735,865.0709512287536,NaN,1368.48,-0.0,1457.92,-0.28,NaN,NaN,3.77,0.88,0.17,2.44
4.35,2.0653094135468253,0.0235766628155735,1.054092092679027,-3.0064016723066573,811.7714277744997,NaN,1392.71,0.0,1439.63,-14.87,NaN,NaN,2.29,1.52,1.46,3.76
3.62,0.730523727897341,0.0236597282659191,0.4384468409830298,-1.574251451728338,663.8448441422569,NaN,1383.38,-0.0,1443.89,-12.05,NaN,NaN,3.61,1.74,1.28,3.29
3.92,-0.433967703122474,0.0234084611982045,-0.0720045509032365,-0.4889138490272348,679.745076594724,NaN,1397.02,-0.0,1450.24,-27.43,NaN,NaN,1.2,1.17,1.95,3.58
2.87,-1.763452988126514,0.0236205351920986,-0.821386829653969,0.759803318480348,791.415309475658,NaN,1393.67,0.0,1455.92,-22.34,NaN,NaN,2.15,1.55,1.8,3.61
6.27,-1.2589175209214076,0.0222116653897099,-0.6439947332952838,0.4152662487718995,762.4530325647447,NaN,1381.89,0.0,1435.91,-5.26,NaN,NaN,3.34,0.86,0.85,3.51
6.92,-0.0250025300263443,0.024120961195067,-0.0481838929128293,-0.7648393276742421,726.0972926625627,NaN,1368.63,-0.0,1437.57,-2.35,NaN,NaN,4.69,0.18,0.55,3.32
3.01,-0.6542631169601021,0.0234651286182297,-0.237205738046099,-0.2698867474941589,705.09224834895,NaN,1391.89,-0.0,1448.32,-19.43,NaN,NaN,2.51,1.76,1.65,3.46
3.53,-0.6782572115137737,0.0232510450577598,-0.128801259716446,-0.2872221545703362,646.494000985773,NaN,1397.54,0.0,1464.64,-33.62,NaN,NaN,0.64,0.65,2.23,3.65
7.69,-0.4588346193306041,0.0239944462306235,-0.3048238888759718,-0.5412111308236747,916.3725848373758,NaN,1375.35,0.0,1462.57,0.95,NaN,NaN,3.24,0.38,0.31,1.94
2.32,0.0100794133998438,0.0235797571612156,0.0850696577022478,-0.91332424521937,651.607833358999,NaN,1361.5,0.0,1454.5,-11.37,NaN,NaN,10.21,2.85,1.2,2.9
2.45,-1.713785467048791,0.0243259244163836,-0.7781562679707515,0.7726096767821303,709.7577535236453,NaN,1387.43,0.0,1451.48,-17.19,NaN,NaN,3.11,1.8,1.54,3.32
2.82,-0.4794081607258472,0.0231783997410904,-0.2803243287163472,-0.5149192042521801,915.967887746405,NaN,1386.23,0.0,1452.75,-5.8,NaN,NaN,2.69,0.51,0.81,3.08
6.93,-0.4451033882726565,0.0242396423084081,-0.3732105294443922,-0.4377756853236687,884.0145132515664,NaN,1371.68,0.0,1456.47,1.02,NaN,NaN,3.43,1.87,0.32,2.61
3.53,0.4254378169016169,0.0244515815465194,0.2536951669287108,-1.3340176575604812,744.0592836530701,NaN,1387.74,0.0,1442.82,-13.25,NaN,NaN,2.98,1.6,1.35,3.48
2.49,-0.317977586510672,0.0237778965526785,-0.0414613981071654,-0.6333156838509486,681.0704814022548,NaN,1390.96,-0.0,1455.64,-21.46,NaN,NaN,2.68,1.85,1.76,3.37
3.08,-0.2529100692806227,0.0227297204514006,0.0512442723198871,-0.67301920497875,641.0059399052034,NaN,1396.2,-0.0,1456.31,-26.7,NaN,NaN,1.57,1.4,1.94,3.44
4.96,-0.0931126964642335,0.0239822925392614,-0.0446798338246268,-0.6939779897009127,678.3085517435404,NaN,1361.32,-0.0,1441.63,-4.41,NaN,NaN,7.23,0.79,0.75,3.17
3.28,0.5361906025652242,0.0223998048499825,0.3201272008998229,-1.4533532524145687,740.5802978597471,NaN,1390.01,0.0,1444.68,-15.39,NaN,NaN,2.72,1.65,1.46,3.48
4.21,-0.8611752315463711,0.0243472893392742,-0.3960478508925717,-0.0523053154450777,765.6993384388625,NaN,1390.32,0.0,1440.16,-13.83,NaN,NaN,2.65,1.6,1.4,3.62
4.15,-0.0565360436145085,0.0230845908429753,0.0620757905175272,-0.8569692196262751,718.966657667529,NaN,1395.36,-0.0,1443.73,-21.63,NaN,NaN,1.83,1.57,1.76,3.63
3.78,-0.3925959659767842,0.0242937044799131,-0.0080255507249566,-0.5568872688114263,659.7283305095971,NaN,1397.52,0.0,1458.42,-32.34,NaN,NaN,0.69,0.71,2.13,3.61
2.69,-1.1457149230803811,0.0237281165270065,-0.5521160372859233,0.2352674967996019,744.4628495477323,NaN,1379.25,0.0,1447.12,-9.45,NaN,NaN,3.77,1.25,1.09,3.2
4.55,0.3318831522670522,0.0235490471368963,0.1736124183765456,-1.2306942842603743,780.8264751733193,NaN,1386.72,0.0,1438.92,-9.47,NaN,NaN,2.97,1.29,1.14,3.56
2.45,-0.793980231834817,0.0237903151691849,-0.3610180292265725,-0.1755734175755818,782.5160793317189,NaN,1388.02,-0.0,1450.91,-15.01,NaN,NaN,2.89,1.52,1.41,3.36
3.8,-0.2035323232249088,0.022839216874816,-0.1466950566680304,-0.6889083555458642,808.6603886198252,NaN,1375.88,-0.0,1444.55,-3.07,NaN,NaN,3.6,0.19,0.6,3.23
7.99,-0.1927649697781911,0.0223606138423944,-0.247292993710871,-0.7126826634704784,913.387293028092,NaN,1376.02,-0.0,1459.28,0.89,NaN,NaN,3.1,1.74,0.3,2.37
4.19,0.2900776737726441,0.0234253457782045,0.2287168241320273,-1.324456652143026,814.2039423600867,NaN,1397.48,0.0,1463.7,-35.17,NaN,NaN,0.78,0.76,2.38,4.3
5.0,0.285059938123038,0.0226392229223926,0.1943099531558674,-1.1286237396600518,701.6491774962974,NaN,1388.32,0.0,1438.4,-11.91,NaN,NaN,2.96,1.66,1.31,3.51
3.48,0.2654199696878655,0.0248749094163208,-0.0654821975415437,-1.0897376062369395,863.5860900972498,NaN,1370.62,0.0,1455.42,-5.2,NaN,NaN,3.66,2.75,0.75,2.79
2.41,0.2582181998510958,0.0237532638872259,0.2795825939405622,-1.2252585585843554,644.8370533455798,NaN,1388.59,-0.0,1462.11,-21.64,NaN,NaN,3.07,2.01,1.82,3.27
3.16,-0.387351321968463,0.0225592381319105,-0.1023919201240158,-0.4694954873650531,653.8573946651024,NaN,1385.16,-0.0,1446.46,-13.89,NaN,NaN,3.43,1.83,1.38,3.26
3.04,-0.2714285460536822,0.0211324290986983,0.0231189357798006,-0.7209527772951341,681.5081148304932,NaN,1396.28,0.0,1466.71,-30.07,NaN,NaN,1.53,1.34,2.2,3.69
4.33,-0.9553077807613088,0.0233670414731353,-0.4215380901890896,-0.0888945434607935,863.479805158025,NaN,1397.44,-0.0,1462.21,-32.68,NaN,NaN,0.83,0.79,2.29,4.36
5.84,0.046921249820463,0.0228152627677444,0.1514213919386049,-1.0878223091827868,793.0705908280464,1396.65,1473.2,51.49,1473.2,-51.49,1.1,1.31,2.97,5.11,2.97,5.11
2.28,-0.9519832670756808,0.0230714892982182,-0.3791957995183782,-0.0021555835014347,681.2892513595534,NaN,1383.06,0.0,1457.33,-16.74,NaN,NaN,3.7,1.92,1.53,3.13
3.68,0.9380092938319124,0.023473198036332,0.415420634102767,-1.834430401394668,815.144520207584,NaN,1373.68,-0.0,1446.31,-2.34,NaN,NaN,3.71,0.03,0.52,3.15
3.9,-0.0530198840159075,0.0238224173423385,-0.0989330271002261,-0.8809928799973836,897.330944924894,NaN,1381.97,-0.0,1445.92,-1.53,NaN,NaN,2.89,0.24,0.42,3.32
2.78,-1.2301439645322678,0.023535547730718,-0.5045277978419783,0.3315358183877303,662.0818143120161,NaN,1389.19,-0.0,1449.69,-17.91,NaN,NaN,2.94,1.88,1.58,3.32
7.27,-0.7430742355700399,0.0226428167471065,-0.4567869980273807,-0.2321951615437103,898.2377032226574,NaN,1372.81,-0.0,1461.66,0.58,NaN,NaN,3.4,0.6,0.24,2.05
2.63,-0.3998750864477133,0.0245496796390159,-0.0795622501111311,-0.5869681348143463,699.1540857319546,NaN,1392.55,0.0,1460.38,-24.47,NaN,NaN,2.41,1.77,1.93,3.5
4.19,-0.1687181834302554,0.0229985112068006,-0.0624522211414447,-0.6505134015031591,684.8844409330943,NaN,1372.39,0.0,1442.54,-6.69,NaN,NaN,4.74,1.16,0.93,3.21
2.65,-0.1918488378857771,0.0227873885352882,-0.0715227846090305,-0.7527454766240855,780.533777775535,NaN,1386.82,0.0,1447.48,-12.63,NaN,NaN,2.99,1.42,1.29,3.37
4.58,1.012743064374371,0.0249567937452536,0.3132974299899773,-1.8821607698045253,971.9338742123545,NaN,1393.31,-0.0,1450.92,-10.04,NaN,NaN,1.94,2.31,1.06,3.42
3.46,0.9633086137303314,0.0238131772887476,0.560778380367702,-1.962753963081876,782.3316631995624,NaN,1396.31,-0.0,1454.68,-27.74,NaN,NaN,1.52,1.34,2.01,3.84
2.44,-0.8606611679006666,0.0234604692414363,-0.3470916136397253,-0.029415191723858,658.4779892897749,NaN,1377.08,-0.0,1451.17,-12.79,NaN,NaN,4.49,1.86,1.29,3.08
4.69,0.5748260179754464,0.0233815753433943,0.1142099138387553,-1.396161829316652,842.646858001033,NaN,1366.39,0.0,1452.59,-2.62,NaN,NaN,4.01,2.44,0.53,2.87
2.36,-0.0692708715213781,0.0242723103708579,-0.0065228979344175,-0.8639121341679787,719.9785749474886,NaN,1363.67,-0.0,1454.56,-8.5,NaN,NaN,6.36,1.29,1.01,2.82
3.54,-0.1143124116692611,0.0226081411006189,-0.2606035078288028,-0.7211285320219458,920.782960892258,NaN,1387.52,-0.0,1452.32,-9.06,NaN,NaN,2.53,2.57,1.01,3.21
5.08,0.1126941372195161,0.0234819461569349,0.1045886606486933,-1.0961574261037228,833.332253382399,NaN,1397.25,0.0,1443.14,-26.0,NaN,NaN,1.04,1.05,1.91,4.04
3.5,-0.7087922297752455,0.0229312531740438,-0.2449368535844072,-0.3187789686707231,758.5509335309075,NaN,1396.67,-0.0,1467.72,-32.0,NaN,NaN,1.37,1.22,2.34,4.03
3.33,0.1418008725502601,0.0235705180875431,0.0114715744761222,-1.143089846615734,966.6154789674828,NaN,1387.99,0.0,1452.59,-3.87,NaN,NaN,2.45,0.18,0.65,3.11
4.51,0.254838542499571,0.0232340674299301,0.1391019170653195,-1.137296838650652,759.7828663936143,NaN,1385.03,-0.0,1439.36,-9.0,NaN,NaN,3.16,1.28,1.11,3.5
2.87,-0.6388165708766628,0.0245847436459501,-0.1541743117827876,-0.3300049743626258,662.1071693168401,NaN,1395.56,-0.0,1461.01,-28.32,NaN,NaN,1.77,1.52,2.06,3.55
2.48,-0.9128327393518088,0.0251129345930311,-0.4626019597925834,-0.0095426279872675,760.6917152537004,NaN,1367.92,-0.0,1451.25,-5.98,NaN,NaN,4.82,0.68,0.83,2.92
2.26,-0.8525748788793257,0.0229116103958087,-0.3610855423092195,-0.0853244117489949,693.0662223040208,NaN,1374.47,-0.0,1455.41,-12.4,NaN,NaN,4.71,1.73,1.27,2.96
2.52,-0.5765179275120692,0.024479716070383,-0.3052401318549811,-0.3535971825713244,791.2712404260873,NaN,1374.1,-0.0,1449.96,-5.72,NaN,NaN,3.94,0.61,0.82,3.02
2.79,-0.9083243411339116,0.0220324267566469,-0.4149038079514774,-0.036922691974923,769.8226457535136,NaN,1389.56,0.0,1447.51,-15.17,NaN,NaN,2.73,1.56,1.43,3.44
6.59,0.4384176621727409,0.0221736291075317,0.1236037658531436,-1.3765173437958311,861.0455481413662,NaN,1365.84,-0.0,1460.13,-0.25,NaN,NaN,3.98,0.94,0.16,2.21
2.46,0.4372613879246488,0.0223481391474044,0.2127032330794277,-1.3643985090375632,767.613341616421,NaN,1371.85,0.0,1452.01,-6.39,NaN,NaN,4.32,0.75,0.86,2.91
2.31,-0.1547781204994703,0.0233182742770687,-0.0013642591987064,-0.7704000622402666,690.4370098919484,NaN,1382.03,-0.0,1452.35,-14.5,NaN,NaN,3.76,1.79,1.39,3.15
3.33,-1.0547090194116402,0.0243959700316244,-0.364730008537253,0.1346692067445076,652.8108024242986,NaN,1396.15,-0.0,1452.95,-26.2,NaN,NaN,1.59,1.44,1.92,3.48
2.86,-0.6264573739703566,0.0231025313620505,-0.2802128650845051,-0.2912197328747823,747.7803081358593,NaN,1384.82,-0.0,1446.05,-11.95,NaN,NaN,3.26,1.47,1.26,3.34
2.81,-0.4326519530361902,0.0222963240948214,-0.4445192182280285,-0.3628307326757639,880.6033644603175,NaN,1382.42,-0.0,1453.78,-11.59,NaN,NaN,3.0,2.98,1.16,3.19
2.31,-1.2010516791104655,0.0231836640088948,-0.5645971292244385,0.2619159064563089,744.1307038291648,NaN,1381.34,-0.0,1450.95,-11.83,NaN,NaN,3.62,1.44,1.23,3.15
2.39,-0.012960094942803,0.0237186811245029,0.1426572578959226,-0.9401066585774414,645.7587510820567,NaN,1390.03,-0.0,1459.64,-21.94,NaN,NaN,2.85,1.94,1.8,3.29
3.34,-1.153676522339411,0.0226970161864307,-0.5473442369192744,0.1169600679929245,872.5258305094228,NaN,1395.05,0.0,1459.56,-21.27,NaN,NaN,1.82,1.31,1.77,3.69
4.72,-0.5925362654698818,0.023683120052302,-0.2723732690266404,-0.2212864735155279,687.1391332557304,NaN,1375.69,0.0,1440.58,-6.97,NaN,NaN,4.29,1.21,0.96,3.28
7.76,-0.735440677415129,0.0225557947977685,-0.4591573035193265,-0.2489800992201566,936.261491181096,NaN,1378.44,0.0,1461.48,0.44,NaN,NaN,2.98,0.61,0.21,2.1
5.8,-1.13213027363995,0.0236202642911859,-0.5188208951957436,0.0893556924447984,900.9434956630072,1397.44,1455.37,37.92,1455.37,-37.92,0.76,0.87,2.38,4.75,2.38,4.75
3.66,0.3406548923151473,0.0226099996729689,0.108978080029078,-1.2262606775117175,787.9318812944312,NaN,1361.49,0.0,1451.16,-1.53,NaN,NaN,5.1,0.48,0.41,2.84
7.54,-0.9770761772449026,0.0238992456772578,-0.5311701713352788,-0.0444367338678721,866.9504179971665,NaN,1369.35,-0.0,1464.39,2.06,NaN,NaN,3.92,0.07,0.47,1.74
4.09,-0.581514679978048,0.0238200405931052,-0.2073326071811289,-0.4097700814059097,784.0212157093081,NaN,1397.18,-0.0,1451.69,-29.89,NaN,NaN,1.09,1.06,2.06,3.92
4.89,0.2823635756077828,0.0236872905113947,0.1897873342730675,-1.2086008414275309,758.4904392252789,NaN,1391.78,0.0,1442.82,-16.42,NaN,NaN,2.48,1.65,1.52,3.6
3.67,-1.0153525088183013,0.0242568177255094,-0.5620463819111792,0.1178571885517734,814.8112705343284,NaN,1372.77,-0.0,1446.55,-2.24,NaN,NaN,3.78,0.07,0.51,3.13
6.51,-1.0960363502824448,0.0240662277225475,-0.4827110452517383,0.108243088534224,830.2342231250071,1397.54,1442.81,31.92,1442.81,-31.92,0.59,0.71,2.09,4.16,2.09,4.16
3.22,-0.4738143835805392,0.0250421336976431,-0.2521537486503687,-0.4194153122915307,766.9339149648848,NaN,1373.12,0.0,1445.56,-5.26,NaN,NaN,4.12,0.62,0.8,3.17
2.4,0.0717508070580254,0.0224872555475051,0.0766414665315677,-1.0058322165225826,705.21538981857,NaN,1364.15,-0.0,1455.84,-9.38,NaN,NaN,6.59,1.53,1.07,2.8
4.1,-1.4376175215435554,0.0230745812756071,-0.6310348821529262,0.3923867801112656,810.9134826243442,NaN,1397.38,-0.0,1469.72,-35.09,NaN,NaN,0.9,0.86,2.52,4.41
2.36,-0.4587304440552593,0.0239837445887406,-0.1387505822145734,-0.4300580851959177,636.7966515599762,NaN,1362.43,-0.0,1453.72,-11.67,NaN,NaN,10.04,2.99,1.22,2.92
4.9,0.0918254969652432,0.0248428657806639,-0.0299322594960059,-0.9991489541562948,870.752357626991,NaN,1379.19,0.0,1443.41,-1.02,NaN,NaN,3.1,0.38,0.34,3.37
2.35,-0.8679481790510284,0.0246074649975456,-0.4437295296914064,-0.097527452215317,816.6216564250032,NaN,1378.98,-0.0,1452.46,-7.5,NaN,NaN,3.5,0.83,0.94,3.0
2.76,0.0186463027688106,0.0245631701268202,0.1214539876800115,-0.9428673913003364,678.1606302206895,NaN,1391.26,0.0,1450.93,-20.29,NaN,NaN,2.63,1.84,1.69,3.4
4.52,0.044524734176662,0.0247927707265285,-0.0598612092845879,-1.005594318724399,966.389399934658,NaN,1387.45,-0.0,1444.17,-1.09,NaN,NaN,2.42,0.4,0.36,3.59
2.34,0.3177792979892606,0.0225673993991953,0.1617753964491155,-1.2794287673099405,809.1813639272319,NaN,1383.5,0.0,1450.92,-9.77,NaN,NaN,3.19,1.1,1.09,3.16
3.62,-0.6589025085482909,0.0230310325303691,-0.3002964539900281,-0.292523728838722,804.096849273255,NaN,1392.58,0.0,1443.17,-16.14,NaN,NaN,2.31,1.53,1.5,3.67
3.09,-0.8605564805562255,0.0234060785396378,-0.3594043213045001,-0.0996620759056197,754.4932498551149,NaN,1393.73,-0.0,1449.25,-21.32,NaN,NaN,2.16,1.63,1.73,3.6
3.38,-1.4064648006809477,0.0239638571039663,-0.716486991383643,0.5371772229957931,740.4212522873901,NaN,1368.01,-0.0,1445.9,-4.77,NaN,NaN,4.86,0.56,0.76,3.1
3.52,0.0082787858650018,0.0228177830105421,0.1097651208269467,-1.0260557933451997,761.3550753481823,NaN,1396.86,-0.0,1463.97,-31.89,NaN,NaN,1.28,1.17,2.26,3.97
4.0,-0.3003525652666315,0.0241733110560145,-0.1883688695480342,-0.747989536173547,1009.712374513654,NaN,1393.15,-0.0,1456.77,-8.75,NaN,NaN,2.0,0.72,1.01,3.16
2.26,0.9107215547154716,0.0233024014476776,0.5219328841101496,-1.848151751821088,690.4340590480847,NaN,1373.67,0.0,1455.43,-12.37,NaN,NaN,4.86,1.76,1.27,2.96
3.64,0.0705999970071517,0.0234688985998592,-0.0383188385029417,-0.9975347214451348,870.1170175890272,NaN,1377.04,0.0,1449.8,-1.29,NaN,NaN,3.25,0.34,0.38,3.05
3.36,-0.5502946600886369,0.023271045515589,-0.2475314577570659,-0.4385973106724713,840.1934711037062,NaN,1394.36,0.0,1447.31,-19.19,NaN,NaN,1.99,1.44,1.63,3.75
4.75,-0.9874231558107016,0.0232507568214386,-0.3776568218837442,0.1162845300231786,677.3744025926557,NaN,1395.78,-0.0,1442.15,-21.15,NaN,NaN,1.72,1.54,1.74,3.56
3.68,-0.2072165966541675,0.0225994171244944,-0.1430096468356433,-0.7238988083862379,860.1096648509854,NaN,1384.44,-0.0,1442.67,-4.86,NaN,NaN,2.9,0.52,0.77,3.46
2.34,0.1078356850106448,0.0219395523367592,0.1769397583619582,-1.0553114857682906,661.8343226731118,NaN,1387.76,0.0,1458.0,-19.44,NaN,NaN,3.14,1.94,1.67,3.22
4.33,-1.1035720173851429,0.0226053533412742,-0.4073650010486838,0.1087355893951097,728.3841009112498,1397.59,NaN,NaN,1461.91,-37.33,0.4,0.42,NaN,NaN,2.35,4.0
2.57,-0.8561712906584286,0.0244768834125503,-0.4316908184705655,-0.0534011615000905,740.0158855302982,NaN,1360.05,0.0,1452.0,-5.59,NaN,NaN,6.64,0.63,0.8,2.85
2.92,-0.5342269461141109,0.0227458229212873,-0.2786462335864169,-0.3786262446165131,786.7542982952622,NaN,1379.02,0.0,1446.08,-6.58,NaN,NaN,3.55,0.82,0.9,3.22
2.93,-0.3220324906060967,0.0236939331789923,-0.0930750311322324,-0.5537360932208838,677.9181816448553,NaN,1381.51,0.0,1446.83,-12.37,NaN,NaN,3.81,1.71,1.28,3.23
3.38,0.1728372778795032,0.0235622084397452,0.1715145438605351,-1.0847613777048624,707.4445922440378,NaN,1392.27,-0.0,1445.83,-18.79,NaN,NaN,2.45,1.75,1.63,3.5
3.67,-0.5439655652885742,0.025267152688249,-0.3420701791431548,-0.4539290111549415,1001.9928962701848,NaN,1390.01,-0.0,1447.24,-2.86,NaN,NaN,2.23,0.03,0.57,3.55
3.39,-0.7199388617358382,0.0221111304337926,-0.4024733244335923,-0.1876333156372196,821.1352540755531,NaN,1378.01,0.0,1445.59,-3.6,NaN,NaN,3.42,0.29,0.65,3.22
5.34,-0.7664588395912608,0.0232990924542136,-0.4755117806960618,-0.1134349643627368,846.5753589226802,NaN,1373.83,-0.0,1446.19,-0.25,NaN,NaN,3.47,0.78,0.17,3.18
2.72,1.0401736053623156,0.0247660714718456,0.5464763287884479,-1.990604989073101,783.8328644266037,NaN,1387.11,0.0,1446.91,-13.18,NaN,NaN,2.97,1.46,1.32,3.41
2.33,-1.6801278421945685,0.0222416156915353,-0.7269642316511401,0.7343864331506439,650.5122161069884,NaN,1378.17,-0.0,1459.2,-15.74,NaN,NaN,4.48,2.1,1.49,3.0
4.26,0.4154966743189558,0.0239221127580678,0.2648331452958783,-1.4613979055565838,860.9758270759362,NaN,1397.37,-0.0,1462.68,-32.47,NaN,NaN,0.91,0.87,2.3,4.35
4.03,-0.6372726168437446,0.0235822006591265,-0.3144571203287641,-0.4049680920736097,946.7766889293492,NaN,1396.61,-0.0,1453.36,-21.65,NaN,NaN,1.36,1.09,1.73,4.04
6.61,-0.3866666498333059,0.0220755571894818,-0.3460200531463472,-0.4887965767828857,901.6267584569832,NaN,1378.44,-0.0,1453.15,1.45,NaN,NaN,3.01,1.83,0.39,2.9
2.43,-0.0343763645493075,0.0235934290690042,0.0044565497701004,-0.929799780100498,794.9055623001859,NaN,1386.51,0.0,1449.87,-12.81,NaN,NaN,3.0,1.38,1.29,3.31
2.33,0.3011246477857311,0.0232890197865308,0.1951971178867889,-1.2496677088799375,716.9419763833932,NaN,1371.32,0.0,1455.94,-10.65,NaN,NaN,4.97,1.49,1.15,2.88
5.52,0.3407648786814773,0.0225870834077062,0.185411643594231,-1.1611581764899248,711.4850516749485,NaN,1380.87,0.0,1437.73,-7.04,NaN,NaN,3.63,1.2,0.98,3.41
6.31,-0.6939107017602357,0.0234921427638476,-0.3134585604058503,-0.2820792801793933,854.588960067559,NaN,1397.32,-0.0,1437.93,-23.72,NaN,NaN,0.97,1.02,1.85,4.13
3.08,-1.0968398026933437,0.0227451375873442,-0.4158766778044976,0.0943577454564982,711.2347584694028,NaN,1395.92,-0.0,1464.74,-29.68,NaN,NaN,1.65,1.42,2.18,3.75
2.36,-0.5546174072880582,0.0237586259312015,-0.2654412268635924,-0.3828258554848422,747.5364776769813,NaN,1369.16,0.0,1453.73,-7.71,NaN,NaN,4.88,1.0,0.95,2.86
5.65,1.3653068373527844,0.0235441839521001,0.5112120190441904,-2.221827902504327,923.4537072262052,NaN,1385.83,-0.0,1447.78,-4.59,NaN,NaN,2.59,2.24,0.72,3.35
7.43,0.4256732299826583,0.023946964773992,0.043884489587759,-1.329166817521466,923.6284978479172,NaN,1376.71,-0.0,1461.17,1.81,NaN,NaN,3.04,2.02,0.43,2.18
2.5,0.4534116923927599,0.0224506549557704,0.2091016935415209,-1.4222153426048334,855.7181179762435,NaN,1385.76,0.0,1449.19,-8.29,NaN,NaN,2.88,0.89,1.0,3.26
2.55,-0.0677661608104772,0.0234541370587474,-0.0043796408836933,-0.8239806919867614,705.0264613792325,NaN,1369.34,0.0,1449.73,-8.42,NaN,NaN,5.22,1.28,1.02,3.01
3.16,-1.1918600155781809,0.0224468780579725,-0.5593483146044345,0.1920548994619071,833.7469240441394,NaN,1394.73,-0.0,1451.37,-21.01,NaN,NaN,1.92,1.42,1.71,3.72
5.85,0.7067349980114287,0.025041561297173,0.1827360983512948,-1.567889247063888,856.1632114906264,NaN,1361.3,-0.0,1459.02,1.8,NaN,NaN,4.3,2.49,0.43,2.36
5.4,-0.6785741319944587,0.0219621920881963,-0.5530030499772314,-0.1985897569296144,960.9378641075944,NaN,1388.38,-0.0,1463.14,-6.85,NaN,NaN,2.37,2.39,0.88,2.43
3.94,-0.0091129402987102,0.0229226500967665,0.0415875566760068,-0.915639321968152,764.1385018840427,NaN,1392.48,0.0,1441.98,-16.51,NaN,NaN,2.36,1.63,1.53,3.64
2.98,-1.7591487653629847,0.0240795192685031,-0.8909852764941965,0.7985700716266705,851.0520862336173,NaN,1387.53,0.0,1444.85,-9.43,NaN,NaN,2.76,1.05,1.1,3.48
2.63,-0.4838549269716271,0.0235685040108569,-0.2592358388274289,-0.4908079096688963,868.5466213769553,NaN,1387.34,0.0,1447.74,-8.95,NaN,NaN,2.74,0.94,1.05,3.38
5.61,-1.1522188703419682,0.0234364762434672,-0.7721603640860277,0.427063113931477,792.4013313106399,NaN,1362.27,0.0,1442.62,-5.09,NaN,NaN,4.95,3.31,0.79,3.35
