redχsq,d1,d2,d3,d4,lam,pB,repL,impL,repH,impH,pB_g11,pB_g22,pL_g11,pL_g22,pH_g11,pH_g22
2.43,0.5241418891279559,0.0233140360319063,0.2855319141503589,-1.4758298361018771,740.6224407793896,NaN,1369.37,0.0,1455.89,-8.76,NaN,NaN,4.98,1.18,1.03,2.8
5.62,-0.5150741942813291,0.0232457724381608,-0.3446403850855439,-0.3246840873258041,792.1898256852721,NaN,1364.15,-0.0,1445.49,-0.32,NaN,NaN,4.57,0.91,0.19,3.11
2.81,-0.9339879414556348,0.0234061453825728,-0.3341411787435376,-0.0614030721739724,697.1207326030168,NaN,1394.35,-0.0,1463.51,-26.99,NaN,NaN,2.06,1.64,2.07,3.6
2.28,0.7705676750036478,0.0244275255723021,0.3996238683967504,-1.7232784017604246,779.1470222204184,NaN,1380.42,-0.0,1450.94,-10.03,NaN,NaN,3.56,1.19,1.11,3.12
3.29,0.6591338163017101,0.0241898157720413,0.2754247063771128,-1.573491569054541,828.3278128390461,NaN,1373.95,-0.0,1448.31,-2.43,NaN,NaN,3.65,0.04,0.52,3.07
3.14,0.585558043185649,0.0237046422236752,0.2565587959208837,-1.4791717072292387,778.6864315306335,NaN,1367.9,-0.0,1448.54,-3.34,NaN,NaN,4.5,0.16,0.62,3.0
2.98,-0.3379953845169809,0.0224256158117459,-0.1738313758986511,-0.5637358871331303,768.1282905431733,NaN,1377.94,0.0,1445.95,-6.84,NaN,NaN,3.72,0.89,0.92,3.2
5.25,-1.0704587803500236,0.0242709131082931,-0.4696163391653424,0.2857935358614308,649.2674889713845,NaN,1383.34,0.0,1438.9,-9.81,NaN,NaN,3.59,1.65,1.18,3.37
2.55,-1.3264574621943903,0.0248432506051923,-0.6747984147600637,0.3662303221512034,835.91125377759,NaN,1384.08,-0.0,1447.68,-8.42,NaN,NaN,3.06,0.94,1.02,3.3
3.31,0.1815346145041074,0.0228586548525159,0.0915857986868708,-1.1407678164676671,842.824077293203,NaN,1390.35,0.0,1443.52,-11.97,NaN,NaN,2.52,1.28,1.26,3.61
8.21,-1.5680835889374165,0.0231079465273771,-0.8533016470842126,0.6507349727963462,884.6670483187736,NaN,1382.65,-0.0,1442.12,-1.66,NaN,NaN,2.88,0.15,0.45,3.47
2.46,-0.0921138478528574,0.0227881792857575,0.0863391926676505,-0.8554084988495854,663.933436769535,NaN,1391.13,-0.0,1457.21,-21.82,NaN,NaN,2.66,1.86,1.78,3.33
2.28,-0.186997960138271,0.0241885775401881,-0.0102474265024445,-0.7239340322844118,664.6420272249024,NaN,1375.35,-0.0,1453.14,-13.11,NaN,NaN,4.76,1.9,1.31,3.04
6.18,-0.2916081721158388,0.0234184570028807,-0.1088347923083356,-0.4756977872449497,663.490744298837,NaN,1380.27,-0.0,1436.79,-7.25,NaN,NaN,3.84,1.38,1.01,3.38
2.31,0.093043656880863,0.0222171557879954,0.0981170574710634,-1.0072426679333133,695.1324307049829,NaN,1373.16,0.0,1452.77,-10.8,NaN,NaN,4.81,1.57,1.16,2.98
4.62,0.5431576547282378,0.0239068531728774,0.2181386218029101,-1.4593496187476018,863.8937231296464,NaN,1382.68,-0.0,1440.8,-2.95,NaN,NaN,2.96,0.19,0.6,3.5
4.69,-0.5589269993222274,0.0236438136551702,-0.2930232346494299,-0.3251281636255353,784.5948010952682,NaN,1381.93,0.0,1439.39,-6.14,NaN,NaN,3.31,0.87,0.9,3.46
2.69,0.5273114140972114,0.0242586895111001,0.3241205260177558,-1.5085364242270227,770.2545505739464,NaN,1391.9,0.0,1452.48,-19.99,NaN,NaN,2.45,1.64,1.67,3.52
6.56,0.2125000834287199,0.0246063542032108,0.0594748670449106,-1.036504219996996,761.8557947115522,NaN,1371.48,0.0,1438.31,-2.03,NaN,NaN,4.13,0.04,0.51,3.35
3.22,-0.1318882803987083,0.0241520985479994,0.0294172339286062,-0.8200801383905478,725.5595522949304,NaN,1394.71,0.0,1449.98,-23.57,NaN,NaN,1.98,1.61,1.83,3.6
2.76,0.3745758339245449,0.0236054248962389,0.1597644137074406,-1.3078179248620931,788.2018829004423,NaN,1366.82,0.0,1453.83,-4.21,NaN,NaN,4.64,0.29,0.68,2.76
3.3,-0.7645773621750466,0.0237299894303103,-0.3176674263148927,-0.1309491194825988,708.1435707925166,NaN,1387.93,0.0,1444.64,-14.65,NaN,NaN,3.02,1.73,1.43,3.41
6.26,0.2666232088466151,0.0234012981698671,0.0680875092607277,-1.164718246772097,867.8074697670813,NaN,1382.8,-0.0,1437.99,-1.74,NaN,NaN,2.9,0.06,0.47,3.59
6.03,0.7824583990905626,0.0241910418568013,0.3014560333805979,-1.7365535410931665,882.2843261207735,NaN,1370.58,0.0,1459.33,0.42,NaN,NaN,3.57,0.76,0.21,2.32
4.14,1.0163616846018462,0.0223166495758669,0.5163515476482062,-1.867048102393257,724.8986700519771,NaN,1377.58,-0.0,1441.84,-6.83,NaN,NaN,3.91,1.06,0.94,3.29
3.34,-0.874479033398389,0.0237758579458584,-0.3809507730774962,-0.0432157838111221,736.3748602138186,NaN,1390.02,0.0,1444.42,-15.8,NaN,NaN,2.73,1.69,1.49,3.5
3.14,-0.6707552713558855,0.0233226625235987,-0.1925369345535725,-0.2442159877636358,660.2229068295827,NaN,1394.9,0.0,1451.61,-23.71,NaN,NaN,1.95,1.62,1.83,3.45
2.8,0.8852709458384068,0.023724595947462,0.4465403564873704,-1.7691861016961048,725.7613244216417,NaN,1366.35,-0.0,1448.54,-6.17,NaN,NaN,5.38,0.84,0.86,3.01
3.5,-0.0782958700327041,0.0238849090961688,0.0250001999922477,-0.9460233011141884,818.4072030557394,NaN,1396.31,-0.0,1458.64,-27.84,NaN,NaN,1.51,1.29,2.05,3.93
4.06,0.3921838345328782,0.0236772277999567,0.1120757577662286,-1.330614770665827,913.1332337634548,NaN,1381.8,-0.0,1448.45,-0.81,NaN,NaN,2.84,0.49,0.3,3.2
6.35,0.70438248817301,0.0242441677824176,0.2340135548346969,-1.612120091089953,902.8470106767204,NaN,1377.75,-0.0,1451.44,-0.04,NaN,NaN,3.04,1.24,0.07,2.99
6.96,0.2189701598970963,0.0240087724185756,-0.0430381062565263,-1.1176893237252523,950.8256274122476,NaN,1385.72,-0.0,1451.3,-2.12,NaN,NaN,2.52,1.87,0.48,3.13
2.25,-1.261158875045015,0.0246202524735852,-0.523347948383323,0.3380956461167934,644.1041113861639,NaN,1374.37,0.0,1456.07,-14.48,NaN,NaN,5.14,2.17,1.4,3.0
3.76,0.2262434341652818,0.023806995077818,0.3011571169391688,-1.2021781915087513,671.3665446327377,NaN,1397.57,0.0,1463.58,-34.99,NaN,NaN,0.52,0.53,2.27,3.76
3.04,-0.5360949875477083,0.024480546952846,-0.2015097908517073,-0.4850279565536776,796.5995436423217,NaN,1394.37,-0.0,1459.64,-24.46,NaN,NaN,2.01,1.52,1.93,3.71
7.82,0.3962849678765683,0.022784384787449,0.2191062385862438,-1.3685527361987284,878.5724533430889,NaN,1397.49,0.0,1433.48,-22.23,NaN,NaN,0.75,0.84,1.81,4.25
4.97,-0.4993482382425711,0.0240804428139666,-0.453808992657592,-0.380584623240558,952.13828292211,NaN,1386.37,0.0,1461.17,-6.27,NaN,NaN,2.51,2.41,0.82,2.51
2.39,-0.6838746337287323,0.0241208657581855,-0.3227373963453669,-0.288028812940326,803.0032309615043,NaN,1386.38,0.0,1450.63,-12.72,NaN,NaN,3.0,1.35,1.28,3.29
5.14,-1.2067737827174805,0.0225994175256806,-0.5210249809102059,0.2738074306722121,754.7291474697738,NaN,1397.1,0.0,1441.96,-24.89,NaN,NaN,1.15,1.16,1.88,3.8
3.25,-0.556393384513422,0.0223305448380675,-0.2420271372026579,-0.3789546003406167,773.7367998838064,NaN,1390.52,0.0,1444.56,-14.98,NaN,NaN,2.61,1.56,1.43,3.53
2.7,0.5400884273867795,0.0256302255194072,0.3155349840818542,-1.4455326941655682,714.5437682273023,NaN,1379.85,0.0,1447.22,-11.44,NaN,NaN,3.88,1.54,1.22,3.23
2.85,0.0307848999189997,0.0249252763719741,-0.0238992395491574,-0.9662650249934008,837.2889874718311,NaN,1377.97,0.0,1447.9,-4.13,NaN,NaN,3.4,0.32,0.69,3.15
7.93,-0.4919620025735368,0.0231968931397111,-0.3435433228832855,-0.4877799140804948,939.1391739647356,NaN,1378.26,0.0,1461.34,0.25,NaN,NaN,2.97,0.74,0.16,2.12
3.04,-0.705312732646274,0.0231476426293072,-0.37352797599404,-0.2643717269768147,879.8551105088662,NaN,1388.9,0.0,1444.87,-8.94,NaN,NaN,2.58,0.96,1.06,3.53
2.8,-0.9489555183698982,0.0242052391536223,-0.3326133864469478,0.0015478640108312,669.974367826894,NaN,1394.38,0.0,1455.75,-25.02,NaN,NaN,2.07,1.67,1.9,3.47
3.23,0.0792956056723537,0.0224948182475559,0.0944608683520076,-0.9100238108931636,653.6019894470893,NaN,1370.95,-0.0,1446.57,-8.87,NaN,NaN,5.36,1.59,1.06,3.09
2.3,-0.8954562772340448,0.0242965664268806,-0.41437104217734,-0.0815594106838638,771.0857732272789,NaN,1382.37,0.0,1454.8,-12.68,NaN,NaN,3.47,1.42,1.28,3.09
4.79,-0.6381441026456789,0.0236766445231159,-0.2654755671888889,-0.3443845842287887,822.1916944817517,NaN,1397.13,0.0,1444.34,-26.18,NaN,NaN,1.12,1.11,1.92,3.99
5.87,-1.691194352443564,0.0228910846338579,-0.7682411318388338,0.9412319809460362,630.5187959585616,NaN,1385.71,-0.0,1437.63,-9.92,NaN,NaN,3.33,1.69,1.19,3.38
2.3,-0.7463105931135294,0.0232772607096004,-0.2493213169257158,-0.2052426338786789,652.6698660780538,NaN,1383.52,0.0,1459.13,-18.02,NaN,NaN,3.74,2.05,1.61,3.13
2.62,0.1830450848429324,0.0244139142194455,0.1408899071232519,-1.1449323411938546,765.8380439545302,NaN,1389.54,-0.0,1449.61,-16.8,NaN,NaN,2.76,1.63,1.52,3.44
6.65,-0.191810663197309,0.0247135696174959,-0.0837639372388978,-0.7396850834777081,829.9131593268905,NaN,1393.93,0.0,1433.44,-13.87,NaN,NaN,2.09,1.55,1.46,3.96
4.76,-1.3178947173416802,0.0230999074266042,-0.5857958571215628,0.4664113719425454,690.5998162899172,NaN,1390.97,-0.0,1439.47,-14.63,NaN,NaN,2.64,1.76,1.46,3.53
2.76,-1.0705431826476182,0.0230626565326402,-0.3803900832397758,0.087537112416726,670.6774218644961,NaN,1394.66,0.0,1463.75,-27.3,NaN,NaN,2.0,1.62,2.07,3.55
2.25,0.3876335891009173,0.0240961704703885,0.2358680366058538,-1.3193020674294758,719.6344814048852,NaN,1375.26,-0.0,1452.43,-10.9,NaN,NaN,4.39,1.46,1.17,3.02
4.9,-1.6627181020522546,0.0234200552700011,-0.8407742349852523,0.666307136208017,927.1516064174474,NaN,1395.58,-0.0,1439.52,-15.7,NaN,NaN,1.69,1.25,1.47,4.12
5.86,-1.926851041460718,0.0234333809712249,-0.9647236922820384,1.0613774664637052,768.5588316992333,NaN,1384.9,-0.0,1435.9,-7.27,NaN,NaN,3.12,1.14,1.01,3.58
4.3,-1.7393755278184155,0.0246426823593385,-0.81614271525734,0.8037588796726226,770.5612746140829,NaN,1394.29,0.0,1441.18,-19.04,NaN,NaN,2.06,1.63,1.66,3.74
3.11,-0.9030718594038049,0.023784117472385,-0.3902536589119421,0.0526563117094404,663.6815540674608,NaN,1376.01,0.0,1446.36,-10.29,NaN,NaN,4.52,1.64,1.16,3.16
6.43,-1.1182153207204657,0.0232130449597272,-0.6263118600601802,0.2341858690117434,851.7336737820617,NaN,1380.96,0.0,1438.26,-1.45,NaN,NaN,3.05,0.14,0.43,3.54
2.43,0.1450381137939128,0.0246809231830705,0.0850662774325495,-1.081536868651619,738.6244344299425,NaN,1362.9,-0.0,1454.51,-7.25,NaN,NaN,6.12,0.97,0.92,2.79
2.55,-0.4675331193442628,0.0267275447707936,-0.1996400168094282,-0.526409764443657,807.3005201156889,NaN,1389.36,-0.0,1451.74,-16.51,NaN,NaN,2.73,1.53,1.49,3.45
3.18,0.5834042619970041,0.0238331134728777,0.3082673241901421,-1.463362042613584,727.2328583525042,NaN,1376.19,-0.0,1445.11,-7.94,NaN,NaN,4.1,1.15,1.0,3.21
2.83,0.2426781998007863,0.0259846322241607,0.2591576386312846,-1.191839949049867,674.0331915665429,NaN,1394.09,-0.0,1454.7,-24.94,NaN,NaN,2.13,1.72,1.9,3.49
8.05,0.2147792317679515,0.0247159790126373,0.0492607939351738,-1.033039624827817,777.6433066797855,NaN,1373.93,0.0,1435.67,-1.35,NaN,NaN,3.79,0.12,0.42,3.45
3.24,0.3401025525978705,0.0235165310310504,0.2755177603106418,-1.238560939783869,678.1904016295233,NaN,1392.07,0.0,1447.2,-19.17,NaN,NaN,2.5,1.79,1.64,3.43
3.83,-0.7056423955403344,0.0231356742841437,-0.3141299690646324,-0.202834591681048,753.1906544799323,NaN,1389.58,0.0,1441.72,-13.72,NaN,NaN,2.75,1.6,1.39,3.55
6.43,1.1385707184304843,0.0233280559177222,0.754349058731914,-2.1257139018028735,719.1576304725908,1395.66,1462.4,45.23,1462.4,-45.23,1.25,1.6,2.48,4.13,2.48,4.13
3.13,-0.1400176613451558,0.0226555463910785,-0.1183596139014494,-0.7676986978461758,800.4524206187776,NaN,1368.46,0.0,1450.99,-2.62,NaN,NaN,4.26,0.04,0.54,2.89
7.07,-0.368443347755279,0.024419153444564,-0.2243304639059532,-0.650766646196091,860.6473297894628,NaN,1368.59,0.0,1464.06,-2.29,NaN,NaN,4.02,0.09,0.5,1.81
3.23,-0.4709152061156956,0.0237156477171509,-0.2232113004162875,-0.4941312077524774,831.8016854509664,NaN,1391.08,0.0,1444.43,-13.93,NaN,NaN,2.47,1.4,1.37,3.62
2.74,-0.2336708978954473,0.0229704613422235,0.0325107643838939,-0.7263745372593462,668.2100195308997,NaN,1394.7,-0.0,1459.09,-26.06,NaN,NaN,1.99,1.62,1.96,3.48
6.72,-0.1152584815854131,0.0240930505304474,-0.1172489313190145,-0.7435940357436921,813.3112348052338,NaN,1377.39,-0.0,1437.79,-1.64,NaN,NaN,3.41,0.07,0.46,3.47
5.68,0.8743189637289165,0.0229543043770673,0.4000982433472108,-1.7402369729708336,795.9591795869272,NaN,1379.45,0.0,1438.28,-3.52,NaN,NaN,3.38,0.42,0.67,3.45
2.27,0.2866641390786016,0.0215847264280751,0.2217132230881705,-1.214098416206164,684.4229543362234,NaN,1380.76,-0.0,1454.15,-14.21,NaN,NaN,3.93,1.79,1.37,3.08
4.99,-0.0159243750296031,0.0239213879759841,0.1468967352834857,-0.83768228100578,646.2466194593484,NaN,1396.92,-0.0,1443.6,-23.31,NaN,NaN,1.27,1.24,1.8,3.49
5.35,-0.7686236030480553,0.0240993285987314,-0.4575645336621518,-0.114718974918895,840.5867730029756,NaN,1376.59,-0.0,1442.36,-1.02,NaN,NaN,3.35,0.36,0.35,3.34
3.98,-0.1497330699637111,0.0223493658256584,-0.276502982821022,-0.7176835678377266,962.3119511730469,NaN,1391.13,-0.0,1456.57,-8.72,NaN,NaN,2.17,2.34,0.97,2.99
8.19,-0.1770804003847925,0.0240816418374716,-0.1882879776695528,-0.6036220186199555,765.1431865375822,NaN,1360.2,-0.0,1440.22,0.02,NaN,NaN,5.33,1.37,0.05,3.26
4.78,-1.3866443466485625,0.0230162880802719,-0.7851094920331086,0.4660198998871837,905.468532692275,NaN,1381.35,-0.0,1446.84,-0.38,NaN,NaN,2.87,0.66,0.21,3.27
3.24,-1.2671154460834582,0.0242809778078046,-0.6815347515177449,0.3694667306209633,783.47117146507,NaN,1362.0,0.0,1451.04,-2.35,NaN,NaN,5.16,0.22,0.51,2.86
2.94,0.6960981976105479,0.0246317147942069,0.3666862158076845,-1.5831250513967214,725.276397910309,NaN,1374.48,0.0,1446.27,-8.05,NaN,NaN,4.32,1.16,1.01,3.16
3.14,0.2020926982582823,0.0222872092382076,0.1638981994162855,-1.1749540203920636,776.4154936617844,NaN,1394.55,-0.0,1450.17,-22.04,NaN,NaN,1.99,1.54,1.76,3.65
7.31,-0.2341020802042949,0.024494984571527,-0.266908709331865,-0.6606181397674049,897.2651797002031,NaN,1373.43,0.0,1457.47,0.97,NaN,NaN,3.28,1.82,0.31,2.53
2.55,-1.896604315121956,0.0219428311581284,-0.8918813418880636,0.943778310315435,749.6294327049206,NaN,1389.58,-0.0,1450.72,-16.88,NaN,NaN,2.77,1.64,1.52,3.38
2.73,-0.083965435218089,0.0241811205945256,0.0451830589188314,-0.910168331399339,745.5594984099304,NaN,1393.06,-0.0,1457.59,-23.47,NaN,NaN,2.29,1.67,1.86,3.56
5.06,-0.2154681918640216,0.0242764874647787,-0.2997861426234828,-0.5991507291176165,895.2218983316975,NaN,1385.45,-0.0,1444.97,-7.88,NaN,NaN,2.73,2.64,0.97,3.52
2.43,-0.1596079686365079,0.0241526295967851,-0.0346146367794841,-0.7734504447997621,735.0656304165802,NaN,1383.13,-0.0,1449.48,-12.96,NaN,NaN,3.49,1.56,1.3,3.24
2.64,-0.7271847461272775,0.023538704791154,-0.1936262136355043,-0.2535985075781887,649.0156972288365,NaN,1393.51,0.0,1465.11,-26.2,NaN,NaN,2.25,1.75,2.04,3.47
7.31,-0.4925165537578338,0.0247141908511313,-0.4210188770723455,-0.4189367976885971,951.5642864751125,NaN,1381.81,-0.0,1461.37,2.5,NaN,NaN,2.73,2.07,0.5,2.21
4.09,-0.3258392772941871,0.0240248425963034,-0.1250606015843895,-0.5143765587842798,691.3994910027228,NaN,1379.28,-0.0,1441.86,-8.95,NaN,NaN,3.93,1.42,1.1,3.3
4.71,-0.0873282521891186,0.0235907569577945,-0.0401579045822924,-0.9321847797708208,933.084747279511,NaN,1396.79,-0.0,1444.66,-21.24,NaN,NaN,1.3,1.12,1.71,4.19
3.33,-0.9290683518965632,0.0247830480774516,-0.4983178422511175,0.0314638313424481,790.7948448139906,NaN,1372.74,0.0,1446.05,-3.78,NaN,NaN,3.97,0.3,0.67,3.15
3.4,-0.554931277303539,0.023607635391411,-0.0827260607871147,-0.4363768879927832,662.6097061249002,NaN,1397.36,0.0,1468.56,-34.46,NaN,NaN,0.93,0.9,2.34,3.79
3.35,0.5389535857944884,0.0223415783155785,0.3993765420930215,-1.5252770036788594,717.3479396436754,NaN,1396.85,-0.0,1460.09,-30.75,NaN,NaN,1.29,1.2,2.14,3.76
3.53,0.0364955150965696,0.0238007282444837,0.0801226710665948,-0.8497961723103435,641.2571685657497,NaN,1371.18,-0.0,1445.39,-8.87,NaN,NaN,5.41,1.66,1.07,3.12
3.96,-0.0532749194335744,0.0247042914313281,0.0780686105049422,-0.9693949595350642,775.350067681388,NaN,1397.37,-0.0,1462.58,-35.21,NaN,NaN,0.92,0.9,2.35,4.14
3.23,-0.3805935259766912,0.0235626860043955,-0.1319252833774538,-0.6097391556260356,796.5832224636978,NaN,1395.04,0.0,1451.31,-23.29,NaN,NaN,1.87,1.49,1.82,3.73
3.23,-0.2632103779079824,0.023908485032573,-0.1176077416219114,-0.6334098880160264,749.7099130681955,NaN,1380.44,0.0,1444.21,-8.74,NaN,NaN,3.61,1.2,1.06,3.3
2.49,-0.4157861775533734,0.0235478291163907,-0.0514716325308607,-0.5568431891166892,648.5525358370372,NaN,1390.95,0.0,1463.04,-23.43,NaN,NaN,2.71,1.91,1.91,3.35
4.71,-0.2529346772560049,0.0232819716297451,-0.1740416171377591,-0.7142224058089163,939.3136427612268,NaN,1390.54,0.0,1438.96,-5.59,NaN,NaN,2.31,0.58,0.85,3.86
4.73,-0.3913563079648327,0.0252613728533224,-0.1621883397144234,-0.5330746537728163,783.5124569359612,NaN,1392.38,0.0,1438.36,-15.18,NaN,NaN,2.37,1.63,1.49,3.75
8.24,0.9951428235686136,0.0224607314358861,0.336213451521831,-1.9084509853202525,933.4968562246148,NaN,1378.4,0.0,1461.32,1.32,NaN,NaN,2.92,1.85,0.36,2.15
2.52,-0.8140423852221967,0.0241395672182965,-0.3081411220799978,-0.0552615697931849,631.3106151008473,NaN,1374.11,-0.0,1451.23,-12.53,NaN,NaN,5.14,2.04,1.28,3.04
4.15,0.3293624201654489,0.0237462683777203,-0.0228759950915065,-1.187033887384946,914.25002068214,NaN,1381.96,-0.0,1455.02,-5.15,NaN,NaN,2.84,2.38,0.74,2.88
4.67,-0.1260700308036565,0.0239713852088492,-0.2446202129076607,-0.6866950559221797,862.5943981991418,NaN,1375.7,0.0,1448.34,-4.46,NaN,NaN,3.35,2.48,0.71,3.19
2.31,-1.2584892459961865,0.0230176313726289,-0.5934071029180821,0.339267089126902,714.1249552646506,NaN,1371.93,0.0,1452.3,-9.65,NaN,NaN,4.82,1.37,1.09,2.97
4.22,-0.8359214329384924,0.0238671755556983,-0.2330589570920949,-0.1863891418496447,699.2115923842302,1397.57,NaN,NaN,1475.92,-41.96,0.52,0.54,NaN,NaN,2.71,4.33
6.54,0.9950126299085748,0.0235679795680154,0.5893299424846737,-2.032886223547847,842.9506271298137,1396.51,1461.1,48.19,1461.1,-48.19,1.13,1.41,2.69,4.93,2.69,4.93
2.83,-0.6121099721448667,0.0230484506614602,-0.3509971904698632,-0.3262502321784065,847.9407893108998,NaN,1378.87,0.0,1449.09,-3.76,NaN,NaN,3.29,0.25,0.65,3.1
3.33,-0.1319646855750486,0.024949341312762,0.0314530082623231,-0.8889764246027585,766.2460996354772,NaN,1396.12,0.0,1462.39,-30.1,NaN,NaN,1.58,1.37,2.18,3.91
5.38,-0.8612037690677659,0.0231500244364519,-0.3884502978943703,-0.0120418181745329,737.6016009863195,NaN,1390.94,-0.0,1436.86,-13.13,NaN,NaN,2.6,1.66,1.39,3.64
3.49,-0.0687422090849417,0.0227361921571186,0.1095749431881328,-0.7978513353576653,636.734862548446,NaN,1393.82,0.0,1447.77,-20.29,NaN,NaN,2.19,1.72,1.68,3.37
2.26,-0.2266570690691181,0.0252799861422898,0.0031780986821389,-0.7204325252556891,660.056549614347,NaN,1383.56,0.0,1456.96,-17.92,NaN,NaN,3.72,2.04,1.59,3.17
2.35,0.6474931079348475,0.0227487375368571,0.3644333644410501,-1.561724929700493,712.3056675565642,NaN,1375.53,-0.0,1451.1,-10.43,NaN,NaN,4.36,1.44,1.14,3.05
4.14,-0.1368349815740838,0.0233504255035702,-0.2615013133405257,-0.719950397791989,908.8343476086584,NaN,1380.05,-0.0,1457.25,-5.09,NaN,NaN,2.96,2.43,0.73,2.7
2.39,-0.2821692110799801,0.0239662380136003,-0.0460220082996923,-0.6035079145324966,639.9071291093916,NaN,1373.29,-0.0,1452.43,-12.7,NaN,NaN,5.27,2.05,1.29,3.02
4.43,-0.0836870918217139,0.0224198103573889,0.0666932488944564,-0.9172881009025602,769.7713639281938,NaN,1397.6,-0.0,1457.8,-35.48,NaN,NaN,0.28,0.3,2.27,4.06
6.74,0.5428891268101732,0.0243565430354814,0.1099759322874633,-1.4261663230674604,887.1828254243017,NaN,1370.75,0.0,1458.67,1.48,NaN,NaN,3.47,2.04,0.39,2.42
4.44,0.3202277084941372,0.0249445441591338,0.1716359544216499,-1.1748841859033858,727.2871353537378,NaN,1378.3,-0.0,1440.52,-7.19,NaN,NaN,3.85,1.12,0.98,3.35
4.39,-1.0623525565927014,0.0240340916108809,-0.3458323417263568,0.0357779382263898,703.7706113884956,1397.51,NaN,NaN,1477.45,-43.67,0.67,0.72,NaN,NaN,2.79,4.45
2.26,0.7474639856860247,0.023698127976901,0.4010886688099651,-1.7086197189490515,759.9227809742232,NaN,1378.61,0.0,1454.17,-10.84,NaN,NaN,3.83,1.31,1.16,3.0
5.52,-0.5185980501863319,0.02327017040088,-0.201106405066636,-0.47815188405128,839.1802179444624,NaN,1397.6,-0.0,1445.64,-30.79,NaN,NaN,0.29,0.32,2.07,4.16
2.24,0.5775636217991047,0.022953687576607,0.3518132449799149,-1.5181359894688606,701.9200554167026,NaN,1377.38,0.0,1454.77,-12.88,NaN,NaN,4.27,1.69,1.29,3.02
2.25,0.6120900654145497,0.0250006481283708,0.3750164613011054,-1.5391788722808828,691.1215124865358,NaN,1377.44,-0.0,1452.67,-13.14,NaN,NaN,4.32,1.76,1.31,3.09
2.27,-1.4989118561897916,0.0239773116410439,-0.6685170197175824,0.5691067437072165,666.6500594378327,NaN,1368.97,-0.0,1456.06,-12.51,NaN,NaN,6.07,2.06,1.28,2.92
3.03,-0.2111719279962575,0.022725324878584,-0.1642799610388407,-0.7381197633722221,885.2523834871322,NaN,1381.4,-0.0,1449.5,-2.82,NaN,NaN,2.99,0.05,0.56,3.12
7.62,0.4675521895076385,0.0235638282513868,0.2085681387725986,-1.3313733704174355,800.5942852492855,NaN,1384.68,-0.0,1432.89,-4.87,NaN,NaN,3.01,0.8,0.83,3.67
3.31,-0.2603137810161491,0.023284777184402,-0.0539098409654386,-0.5886006166988368,659.675465386755,NaN,1382.25,0.0,1445.35,-12.15,NaN,NaN,3.75,1.75,1.28,3.24
3.54,-0.531088367905353,0.0229142173447357,-0.4641371130927845,-0.300950477660109,901.0712815996058,NaN,1382.8,-0.0,1452.79,-7.11,NaN,NaN,2.85,2.57,0.89,3.08
5.2,0.8176011610749457,0.0240772280115359,0.3528515671676888,-1.6961669174961922,818.8947039936724,NaN,1376.9,-0.0,1440.93,-2.07,NaN,NaN,3.45,0.01,0.5,3.37
3.08,0.8899658860992473,0.0244740074226012,0.5655940638559591,-1.8943696532541865,724.7457758231133,NaN,1395.67,-0.0,1462.39,-29.32,NaN,NaN,1.73,1.47,2.14,3.76
2.79,-0.7331488111822089,0.0242005556127121,-0.2722055712617594,-0.2037660100192594,704.2200723427896,NaN,1391.56,-0.0,1450.34,-20.13,NaN,NaN,2.56,1.79,1.68,3.45
2.43,-1.22466666948482,0.0239996253806472,-0.5275419944428843,0.2794989616528704,706.0036682723311,NaN,1388.07,-0.0,1452.51,-17.97,NaN,NaN,3.04,1.81,1.58,3.32
2.87,1.2005745455020884,0.0241006212482402,0.7618980250413229,-2.1388291077198365,651.8803277328833,NaN,1395.11,-0.0,1456.36,-25.81,NaN,NaN,1.9,1.6,1.93,3.45
5.82,0.0579675826459322,0.0229240367115916,-0.0297913708720502,-0.9277286146370638,819.7821714945985,NaN,1378.01,0.0,1439.53,-1.87,NaN,NaN,3.35,0.03,0.48,3.42
6.71,0.5031542218994112,0.024115940038101,0.120889379841411,-1.3435081197362018,824.2834260081999,NaN,1363.05,-0.0,1449.97,-0.27,NaN,NaN,4.37,1.79,0.17,2.95
2.65,-1.1608662385202586,0.0248422738967339,-0.4557935354841217,0.2177749608162568,676.4136060567441,NaN,1392.31,-0.0,1454.02,-22.46,NaN,NaN,2.47,1.81,1.79,3.42
3.89,0.0459398791089968,0.0241920794106357,0.1169384713747158,-1.07473998753761,790.2068146079909,NaN,1397.25,-0.0,1463.45,-34.08,NaN,NaN,1.03,0.98,2.34,4.16
3.18,-1.1054364130618808,0.0250837336738115,-0.4185574816774046,0.1117290026494535,710.1734579162141,NaN,1396.28,0.0,1460.96,-30.55,NaN,NaN,1.54,1.38,2.16,3.75
3.89,-0.4409917932286556,0.0240756940768883,-0.0942134060277421,-0.5576415667257834,738.3258727347123,NaN,1397.43,-0.0,1459.96,-34.38,NaN,NaN,0.84,0.85,2.26,3.94
3.09,-0.8052871730392994,0.0226341160043622,-0.4485306642074237,-0.1014787123369438,798.7775364650486,NaN,1369.18,0.0,1450.49,-2.81,NaN,NaN,4.21,0.02,0.56,2.92
3.21,-1.3487759092418423,0.023622930302931,-0.8938766606090414,0.5172554717449244,916.5322051863968,NaN,1386.41,0.0,1456.31,-10.67,NaN,NaN,2.63,2.73,1.1,3.06
